"REF_DATE","GEO","DGUID","Number of residential properties owned","Immigration status","Other immigration characteristics","Estimates","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Total, all periods of immigration","Median age of property owners","Years","308","units","0","v1340314741","100.3.2.1.10","56","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Federal entrepreneur","Number of property owners","Number","223","units","0","v1340314808","100.3.2.7.11","10","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Federal entrepreneur","Median of total assessment value","Dollars","81","units","0","v1340314813","100.3.2.7.6","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Federal entrepreneur","Median family total income","Dollars","81","units","0","v1340314815","100.3.2.7.8","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Federal entrepreneur","Median age of property owners","Years","308","units","0","v1340314807","100.3.2.7.10","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Federal skilled worker","Number of property owners","Number","223","units","0","v1340314819","100.3.2.9.11","45","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Federal skilled worker","Median of total assessment value","Dollars","81","units","0","v1340314824","100.3.2.9.6","505000","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Federal skilled worker","Median family total income","Dollars","81","units","0","v1340314826","100.3.2.9.8","140000","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Federal skilled worker","Median age of property owners","Years","308","units","0","v1340314818","100.3.2.9.10","53","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Caregiver","Number of property owners","Number","223","units","0","v1340314830","100.3.2.10.11","5","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Caregiver","Median of total assessment value","Dollars","81","units","0","v1340314835","100.3.2.10.6","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Caregiver","Median family total income","Dollars","81","units","0","v1340314837","100.3.2.10.8","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Caregiver","Median age of property owners","Years","308","units","0","v1340314829","100.3.2.10.10","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Provincial and territorial nominee","Number of property owners","Number","223","units","0","v1340314841","100.3.2.11.11","20","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Provincial and territorial nominee","Median of total assessment value","Dollars","81","units","0","v1340314846","100.3.2.11.6","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Provincial and territorial nominee","Median family total income","Dollars","81","units","0","v1340314848","100.3.2.11.8","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Provincial and territorial nominee","Median age of property owners","Years","308","units","0","v1340314840","100.3.2.11.10","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Quebec investor","Number of property owners","Number","223","units","0","v1340314852","100.3.2.12.11","0","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Quebec investor","Median of total assessment value","Dollars","81","units","0","v1340314857","100.3.2.12.6","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Quebec investor","Median family total income","Dollars","81","units","0","v1340314859","100.3.2.12.8","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Quebec investor","Median age of property owners","Years","308","units","0","v1340314851","100.3.2.12.10","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Quebec skilled worker","Number of property owners","Number","223","units","0","v1340314863","100.3.2.13.11","0","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Quebec skilled worker","Median of total assessment value","Dollars","81","units","0","v1340314868","100.3.2.13.6","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Quebec skilled worker","Median family total income","Dollars","81","units","0","v1340314870","100.3.2.13.8","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Quebec skilled worker","Median age of property owners","Years","308","units","0","v1340314862","100.3.2.13.10","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other economic admission category","Number of property owners","Number","223","units","0","v1340314874","100.3.2.14.11","5","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other economic admission category","Median of total assessment value","Dollars","81","units","0","v1340314879","100.3.2.14.6","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other economic admission category","Median family total income","Dollars","81","units","0","v1340314881","100.3.2.14.8","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other economic admission category","Median age of property owners","Years","308","units","0","v1340314873","100.3.2.14.10","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Sponsored child","Number of property owners","Number","223","units","0","v1340314885","100.3.2.15.11","0","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Sponsored child","Median of total assessment value","Dollars","81","units","0","v1340314890","100.3.2.15.6","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Sponsored child","Median family total income","Dollars","81","units","0","v1340314892","100.3.2.15.8","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Sponsored child","Median age of property owners","Years","308","units","0","v1340314884","100.3.2.15.10","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Sponsored parent or grandparent","Number of property owners","Number","223","units","0","v1340314896","100.3.2.16.11","5","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Sponsored parent or grandparent","Median of total assessment value","Dollars","81","units","0","v1340314901","100.3.2.16.6","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Sponsored parent or grandparent","Median family total income","Dollars","81","units","0","v1340314903","100.3.2.16.8","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Sponsored parent or grandparent","Median age of property owners","Years","308","units","0","v1340314895","100.3.2.16.10","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Sponsored spouse or partner","Number of property owners","Number","223","units","0","v1340314907","100.3.2.17.11","50","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Sponsored spouse or partner","Median of total assessment value","Dollars","81","units","0","v1340314912","100.3.2.17.6","479000","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Sponsored spouse or partner","Median family total income","Dollars","81","units","0","v1340314914","100.3.2.17.8","150000","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Sponsored spouse or partner","Median age of property owners","Years","308","units","0","v1340314906","100.3.2.17.10","52","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other family sponsorship admission category","Number of property owners","Number","223","units","0","v1340314918","100.3.2.18.11","0","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other family sponsorship admission category","Median of total assessment value","Dollars","81","units","0","v1340314923","100.3.2.18.6","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other family sponsorship admission category","Median family total income","Dollars","81","units","0","v1340314925","100.3.2.18.8","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other family sponsorship admission category","Median age of property owners","Years","308","units","0","v1340314917","100.3.2.18.10","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Government-assisted refugee","Number of property owners","Number","223","units","0","v1340314929","100.3.2.19.11","5","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Government-assisted refugee","Median of total assessment value","Dollars","81","units","0","v1340314934","100.3.2.19.6","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Government-assisted refugee","Median family total income","Dollars","81","units","0","v1340314936","100.3.2.19.8","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Government-assisted refugee","Median age of property owners","Years","308","units","0","v1340314928","100.3.2.19.10","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Privately sponsored refugee","Number of property owners","Number","223","units","0","v1340314940","100.3.2.20.11","10","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Privately sponsored refugee","Median of total assessment value","Dollars","81","units","0","v1340314945","100.3.2.20.6","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Privately sponsored refugee","Median family total income","Dollars","81","units","0","v1340314947","100.3.2.20.8","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Privately sponsored refugee","Median age of property owners","Years","308","units","0","v1340314939","100.3.2.20.10","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Protected refugee in Canada","Number of property owners","Number","223","units","0","v1340314951","100.3.2.21.11","0","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Protected refugee in Canada","Median of total assessment value","Dollars","81","units","0","v1340314956","100.3.2.21.6","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Protected refugee in Canada","Median family total income","Dollars","81","units","0","v1340314958","100.3.2.21.8","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Protected refugee in Canada","Median age of property owners","Years","308","units","0","v1340314950","100.3.2.21.10","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other refugee admission category","Number of property owners","Number","223","units","0","v1340314962","100.3.2.22.11","0","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other refugee admission category","Median of total assessment value","Dollars","81","units","0","v1340314967","100.3.2.22.6","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other refugee admission category","Median family total income","Dollars","81","units","0","v1340314969","100.3.2.22.8","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other refugee admission category","Median age of property owners","Years","308","units","0","v1340314961","100.3.2.22.10","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other admission category","Number of property owners","Number","223","units","0","v1340314973","100.3.2.23.11","5","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other admission category","Median of total assessment value","Dollars","81","units","0","v1340314978","100.3.2.23.6","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other admission category","Median family total income","Dollars","81","units","0","v1340314980","100.3.2.23.8","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other admission category","Median age of property owners","Years","308","units","0","v1340314972","100.3.2.23.10","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Number of property owners","Number","223","units","0","v1340314984","100.3.2.24.11","95","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median of total assessment value","Dollars","81","units","0","v1340314989","100.3.2.24.6","394000","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median family total income","Dollars","81","units","0","v1340314991","100.3.2.24.8","125000","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Immigrant landed in Canada prior to 1980","Median age of property owners","Years","308","units","0","v1340314983","100.3.2.24.10","71","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Unspecified admission category","Number of property owners","Number","223","units","0","v1340314797","100.3.2.25.11","0","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Unspecified admission category","Median of total assessment value","Dollars","81","units","0","v1340314802","100.3.2.25.6","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Unspecified admission category","Median family total income","Dollars","81","units","0","v1340314804","100.3.2.25.8","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Unspecified admission category","Median age of property owners","Years","308","units","0","v1340314796","100.3.2.25.10","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","America","Number of property owners","Number","223","units","0","v1340315017","100.3.2.28.11","40","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","America","Median of total assessment value","Dollars","81","units","0","v1340315022","100.3.2.28.6","364000","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","America","Median family total income","Dollars","81","units","0","v1340315024","100.3.2.28.8","120000","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","America","Median age of property owners","Years","308","units","0","v1340315016","100.3.2.28.10","69","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Europe","Number of property owners","Number","223","units","0","v1340315028","100.3.2.29.11","75","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Europe","Median of total assessment value","Dollars","81","units","0","v1340315033","100.3.2.29.6","386000","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Europe","Median family total income","Dollars","81","units","0","v1340315035","100.3.2.29.8","140000","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Europe","Median age of property owners","Years","308","units","0","v1340315027","100.3.2.29.10","53","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Africa","Number of property owners","Number","223","units","0","v1340315039","100.3.2.30.11","15","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Africa","Median of total assessment value","Dollars","81","units","0","v1340315044","100.3.2.30.6","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Africa","Median family total income","Dollars","81","units","0","v1340315046","100.3.2.30.8","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Africa","Median age of property owners","Years","308","units","0","v1340315038","100.3.2.30.10","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Asia","Number of property owners","Number","223","units","0","v1340315050","100.3.2.31.11","90","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Asia","Median of total assessment value","Dollars","81","units","0","v1340315055","100.3.2.31.6","554000","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Asia","Median family total income","Dollars","81","units","0","v1340315057","100.3.2.31.8","160000","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Asia","Median age of property owners","Years","308","units","0","v1340315049","100.3.2.31.10","54","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Oceania","Number of property owners","Number","223","units","0","v1340315061","100.3.2.32.11","5","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Oceania","Median of total assessment value","Dollars","81","units","0","v1340315066","100.3.2.32.6","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Oceania","Median family total income","Dollars","81","units","0","v1340315068","100.3.2.32.8","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Oceania","Median age of property owners","Years","308","units","0","v1340315060","100.3.2.32.10","","x","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other places of birth","Number of property owners","Number","223","units","0","v1340315072","100.3.2.33.11","30","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other places of birth","Median of total assessment value","Dollars","81","units","0","v1340315077","100.3.2.33.6","362000","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other places of birth","Median family total income","Dollars","81","units","0","v1340315079","100.3.2.33.8","115000","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Other places of birth","Median age of property owners","Years","308","units","0","v1340315071","100.3.2.33.10","71","A","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Unspecified place of birth","Number of property owners","Number","223","units","0","v1340315006","100.3.2.34.11","0","E","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Unspecified place of birth","Median of total assessment value","Dollars","81","units","0","v1340315011","100.3.2.34.6","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Unspecified place of birth","Median family total income","Dollars","81","units","0","v1340315013","100.3.2.34.8","","..","","","0"
"2020","Yukon","2016A000260","Multiple-property owner","Immigrant","Unspecified place of birth","Median age of property owners","Years","308","units","0","v1340315005","100.3.2.34.10","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Total, all periods of immigration","Number of property owners","Number","223","units","0","v1340315600","103.1.2.1.11","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Total, all periods of immigration","Median of total assessment value","Dollars","81","units","0","v1340315605","103.1.2.1.6","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Total, all periods of immigration","Median family total income","Dollars","81","units","0","v1340315607","103.1.2.1.8","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Total, all periods of immigration","Median age of property owners","Years","308","units","0","v1340315599","103.1.2.1.10","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Federal entrepreneur","Number of property owners","Number","223","units","0","v1340315666","103.1.2.7.11","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Federal entrepreneur","Median of total assessment value","Dollars","81","units","0","v1340315671","103.1.2.7.6","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Federal entrepreneur","Median family total income","Dollars","81","units","0","v1340315673","103.1.2.7.8","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Federal entrepreneur","Median age of property owners","Years","308","units","0","v1340315665","103.1.2.7.10","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Federal investor","Number of property owners","Number","223","units","0","v1340315677","103.1.2.8.11","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Federal investor","Median of total assessment value","Dollars","81","units","0","v1340315682","103.1.2.8.6","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Federal investor","Median family total income","Dollars","81","units","0","v1340315684","103.1.2.8.8","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Federal investor","Median age of property owners","Years","308","units","0","v1340315676","103.1.2.8.10","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Federal skilled worker","Number of property owners","Number","223","units","0","v1340315688","103.1.2.9.11","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Federal skilled worker","Median of total assessment value","Dollars","81","units","0","v1340315693","103.1.2.9.6","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Federal skilled worker","Median family total income","Dollars","81","units","0","v1340315695","103.1.2.9.8","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Federal skilled worker","Median age of property owners","Years","308","units","0","v1340315687","103.1.2.9.10","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Caregiver","Number of property owners","Number","223","units","0","v1340315699","103.1.2.10.11","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Caregiver","Median of total assessment value","Dollars","81","units","0","v1340315704","103.1.2.10.6","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Caregiver","Median family total income","Dollars","81","units","0","v1340315706","103.1.2.10.8","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Caregiver","Median age of property owners","Years","308","units","0","v1340315698","103.1.2.10.10","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Provincial and territorial nominee","Number of property owners","Number","223","units","0","v1340315710","103.1.2.11.11","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Provincial and territorial nominee","Median of total assessment value","Dollars","81","units","0","v1340315715","103.1.2.11.6","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Provincial and territorial nominee","Median family total income","Dollars","81","units","0","v1340315717","103.1.2.11.8","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Provincial and territorial nominee","Median age of property owners","Years","308","units","0","v1340315709","103.1.2.11.10","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Quebec investor","Number of property owners","Number","223","units","0","v1340315721","103.1.2.12.11","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Quebec investor","Median of total assessment value","Dollars","81","units","0","v1340315726","103.1.2.12.6","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Quebec investor","Median family total income","Dollars","81","units","0","v1340315728","103.1.2.12.8","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Quebec investor","Median age of property owners","Years","308","units","0","v1340315720","103.1.2.12.10","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Quebec skilled worker","Number of property owners","Number","223","units","0","v1340315732","103.1.2.13.11","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Quebec skilled worker","Median of total assessment value","Dollars","81","units","0","v1340315737","103.1.2.13.6","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Quebec skilled worker","Median family total income","Dollars","81","units","0","v1340315739","103.1.2.13.8","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Quebec skilled worker","Median age of property owners","Years","308","units","0","v1340315731","103.1.2.13.10","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Other economic admission category","Number of property owners","Number","223","units","0","v1340315743","103.1.2.14.11","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Other economic admission category","Median of total assessment value","Dollars","81","units","0","v1340315748","103.1.2.14.6","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Other economic admission category","Median family total income","Dollars","81","units","0","v1340315750","103.1.2.14.8","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Other economic admission category","Median age of property owners","Years","308","units","0","v1340315742","103.1.2.14.10","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Sponsored child","Number of property owners","Number","223","units","0","v1340315754","103.1.2.15.11","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Sponsored child","Median of total assessment value","Dollars","81","units","0","v1340315759","103.1.2.15.6","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Sponsored child","Median family total income","Dollars","81","units","0","v1340315761","103.1.2.15.8","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Sponsored child","Median age of property owners","Years","308","units","0","v1340315753","103.1.2.15.10","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Sponsored parent or grandparent","Number of property owners","Number","223","units","0","v1340315765","103.1.2.16.11","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Sponsored parent or grandparent","Median of total assessment value","Dollars","81","units","0","v1340315770","103.1.2.16.6","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Sponsored parent or grandparent","Median family total income","Dollars","81","units","0","v1340315772","103.1.2.16.8","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Sponsored parent or grandparent","Median age of property owners","Years","308","units","0","v1340315764","103.1.2.16.10","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Sponsored spouse or partner","Number of property owners","Number","223","units","0","v1340315776","103.1.2.17.11","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Sponsored spouse or partner","Median of total assessment value","Dollars","81","units","0","v1340315781","103.1.2.17.6","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Sponsored spouse or partner","Median family total income","Dollars","81","units","0","v1340315783","103.1.2.17.8","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Sponsored spouse or partner","Median age of property owners","Years","308","units","0","v1340315775","103.1.2.17.10","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Other family sponsorship admission category","Number of property owners","Number","223","units","0","v1340315787","103.1.2.18.11","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Other family sponsorship admission category","Median of total assessment value","Dollars","81","units","0","v1340315792","103.1.2.18.6","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Other family sponsorship admission category","Median family total income","Dollars","81","units","0","v1340315794","103.1.2.18.8","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Other family sponsorship admission category","Median age of property owners","Years","308","units","0","v1340315786","103.1.2.18.10","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Government-assisted refugee","Number of property owners","Number","223","units","0","v1340315798","103.1.2.19.11","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Government-assisted refugee","Median of total assessment value","Dollars","81","units","0","v1340315803","103.1.2.19.6","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Government-assisted refugee","Median family total income","Dollars","81","units","0","v1340315805","103.1.2.19.8","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Government-assisted refugee","Median age of property owners","Years","308","units","0","v1340315797","103.1.2.19.10","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Privately sponsored refugee","Number of property owners","Number","223","units","0","v1340315809","103.1.2.20.11","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Privately sponsored refugee","Median of total assessment value","Dollars","81","units","0","v1340315814","103.1.2.20.6","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Privately sponsored refugee","Median family total income","Dollars","81","units","0","v1340315816","103.1.2.20.8","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Privately sponsored refugee","Median age of property owners","Years","308","units","0","v1340315808","103.1.2.20.10","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Protected refugee in Canada","Number of property owners","Number","223","units","0","v1340315820","103.1.2.21.11","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Protected refugee in Canada","Median of total assessment value","Dollars","81","units","0","v1340315825","103.1.2.21.6","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Protected refugee in Canada","Median family total income","Dollars","81","units","0","v1340315827","103.1.2.21.8","","..","","","0"
"2020","Northwest Territories","2016A000261","Total, all number of properties owned categories","Immigrant","Protected refugee in Canada","Median age of property owners","Years","308","units","0","v1340315819","103.1.2.21.10","","..","","","0"
